timestamp,dt,base_ang_vel_0,base_ang_vel_1,base_ang_vel_2,projected_gravity_0,projected_gravity_1,projected_gravity_2,velocity_commands_0,velocity_commands_1,velocity_commands_2,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_15,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
1760498662.0954175,0.02,0.024013198912143707,0.031005049124360085,0.13467606902122498,-0.016370872035622597,-0.0010144682601094246,-0.9998654723167419,0.619583010673523,0.1681915521621704,0.6361945867538452,-0.09643100947141647,-0.004069030284881592,0.04090988636016846,0.1751738041639328,0.07657605409622192,-0.0876813530921936,-0.20928151905536652,-0.12727543711662292,0.06713616847991943,0.16378813982009888,-0.00238645076751709,-0.006227016448974609,0.0,0.0,0.0,0.0,0.01039657648652792,-0.02427440695464611,0.04748449847102165,0.0460323765873909,0.019415445625782013,-0.035866301506757736,0.011933271773159504,0.02372322417795658,-0.022018050774931908,0.01757829822599888,0.002654752228409052,0.010852823965251446,-0.2790406048297882,-0.322049081325531,-0.2367893010377884,-0.38539791107177734,-0.8011371493339539,0.01656767725944519,-0.0021922290325164795,0.7805978655815125,0.20144712924957275,-1.0643270015716553,0.6812319755554199,-0.054357416927814484,0.5862098336219788,-0.2878192365169525,-0.41247639060020447,0.11531376838684082,-1.1149216890335083,-1.3775535821914673,-0.7943944334983826,-1.8937922716140747
1760498662.1506827,0.02,0.04548949375748634,0.01987016201019287,0.11616043746471405,-0.014287457801401615,-0.003945690579712391,-0.999890148639679,0.619583010673523,0.1681915521621704,0.631170392036438,-0.08188362419605255,-0.015845775604248047,0.06939184665679932,0.19382241368293762,0.0841212272644043,-0.10381335020065308,-0.20235830545425415,-0.11922016739845276,0.05698370933532715,0.17197181284427643,-4.190206527709961e-05,-0.0001977682113647461,0.0,0.0,0.0,0.0,0.048413291573524475,-0.033588606864213943,0.07986702769994736,0.04611537978053093,0.02058505080640316,-0.046858180314302444,0.017468580976128578,0.014625928364694118,-0.01904054544866085,0.021559612825512886,0.00782272219657898,0.015062518417835236,-0.2679230570793152,-0.3007989823818207,-0.21485503017902374,-0.43447133898735046,-0.6491977572441101,0.05800318717956543,0.02218066155910492,0.6837670207023621,0.10187471657991409,-1.025431752204895,0.6121786832809448,-0.014003477990627289,0.6480586528778076,-0.46038681268692017,-0.4890788197517395,0.08978724479675293,-1.1014575958251953,-1.3869094848632812,-0.6805202960968018,-2.20133113861084
1760498662.2025387,0.02,0.01974165439605713,0.023660147562623024,0.11155002564191818,-0.01235891506075859,-0.00614137202501297,-0.9999047517776489,0.619583010673523,0.1681915521621704,0.6266268491744995,-0.06658954918384552,-0.025358915328979492,0.09642684459686279,0.20634178817272186,0.08631277084350586,-0.11398226022720337,-0.19734321534633636,-0.11643117666244507,0.05132633447647095,0.17797881364822388,0.004126012325286865,0.007455646991729736,0.0,0.0,0.0,0.0,0.035267870873212814,-0.020529014989733696,0.06461257487535477,0.02496895007789135,0.00013645771832671016,-0.03007274866104126,0.00804824847728014,0.001280725235119462,-0.005950655322521925,0.011008980683982372,0.011946666985750198,0.018402453511953354,-0.29719671607017517,-0.27270257472991943,-0.18500572443008423,-0.4722345471382141,-0.2752605378627777,0.09273308515548706,0.07264158129692078,0.5283949375152588,-0.0825921818614006,-0.9979921579360962,0.440805047750473,0.08655912429094315,0.7633978724479675,-0.6767888069152832,-0.5977503061294556,0.04832763969898224,-1.1108651161193848,-1.5244548320770264,-0.4844155013561249,-2.507401704788208
1760498662.2650273,0.02,-0.0003489414229989052,0.010754419490695,0.12405852973461151,-0.01111498475074768,-0.00650005554780364,-0.9999170899391174,0.619583010673523,0.1681915521621704,0.6219044923782349,-0.05500190705060959,-0.030279040336608887,0.11795282363891602,0.20919637382030487,0.07695889472961426,-0.11374938488006592,-0.19662468135356903,-0.11891469359397888,0.049716293811798096,0.17969447374343872,0.009864091873168945,0.012297213077545166,0.0,0.0,0.0,0.0,0.027130786329507828,-0.00892400648444891,0.04968055337667465,0.01216619461774826,-0.030413294211030006,-0.013755527324974537,-0.0029426494147628546,-0.011394978500902653,0.003411323530599475,0.0006324659334495664,0.01606817916035652,0.006476847920566797,-0.3268369138240814,-0.18291348218917847,-0.15905988216400146,-0.4825819134712219,0.2180713415145874,0.08397561311721802,0.10682833194732666,0.40671947598457336,-0.137467622756958,-0.920512318611145,0.32375839352607727,0.14185529947280884,0.7783498167991638,-0.8585705757141113,-0.7446562647819519,0.025012031197547913,-1.189103603363037,-1.711399793624878,-0.3371151387691498,-2.6943914890289307
1760498662.3231893,0.02,-0.0035473182797431946,-0.02042934112250805,0.12855666875839233,-0.011879252269864082,-0.006561703514307737,-0.999907910823822,0.619583010673523,0.1681915521621704,0.6169189214706421,-0.04536588117480278,-0.030870437622070312,0.1305539608001709,0.20404228568077087,0.056317806243896484,-0.10774362087249756,-0.19868218898773193,-0.1252312958240509,0.04968613386154175,0.1789557933807373,0.017560362815856934,0.010335445404052734,0.0,0.0,0.0,0.0,0.022212564945220947,0.0019828500226140022,0.023248866200447083,-0.013948877342045307,-0.056288521736860275,-0.0018048081547021866,-0.01047181710600853,-0.02066408284008503,0.0067600044421851635,-0.005069323815405369,0.02108033560216427,-0.012336546555161476,-0.3355162441730499,-0.16086940467357635,-0.1478191465139389,-0.48324069380760193,0.6822032928466797,0.07497149705886841,0.0734780952334404,0.22078269720077515,-0.08072095364332199,-0.7002915143966675,0.3087444603443146,0.14882639050483704,0.7281790375709534,-0.9796206951141357,-0.9514914751052856,-0.0013170242309570312,-1.250889778137207,-1.7182883024215698,-0.30362966656684875,-2.8259451389312744
1760498662.375584,0.02,0.026614364236593246,-0.04868241026997566,0.13131922483444214,-0.014959133230149746,-0.009106721729040146,-0.9998466372489929,0.619583010673523,0.1681915521621704,0.6118193864822388,-0.0348694883286953,-0.027596354484558105,0.13192784786224365,0.1913764625787735,0.024639129638671875,-0.09095543622970581,-0.20029860734939575,-0.1357157826423645,0.05174809694290161,0.17899960279464722,0.02674168348312378,-8.58306884765625e-06,0.0,0.0,0.0,0.0,0.0244599562138319,0.010892259888350964,-0.004855656996369362,-0.03427077457308769,-0.07928816229104996,0.019938811659812927,-0.010035778395831585,-0.03199266269803047,0.014490187168121338,-0.0031155261676758528,0.02343895472586155,-0.03208060562610626,-0.32412490248680115,-0.10329196602106094,-0.13237367570400238,-0.4595043361186981,1.0753012895584106,0.08134514093399048,0.0010478198528289795,0.11228767037391663,-0.06427677720785141,-0.4211849868297577,0.238672137260437,0.1545628309249878,0.7129860520362854,-1.0815101861953735,-1.1753735542297363,-0.03975224494934082,-1.183716893196106,-1.7158538103103638,-0.22833946347236633,-2.793910026550293
1760498662.4303746,0.02,0.04120919108390808,-0.0662856176495552,0.13367146253585815,-0.019767064601182938,-0.013446233235299587,-0.999714195728302,0.619583010673523,0.1681915521621704,0.6066359281539917,-0.023842915892601013,-0.02098304033279419,0.12355101108551025,0.17280460894107819,-0.010752558708190918,-0.06911534070968628,-0.20168428122997284,-0.14913594722747803,0.05723530054092407,0.17946265637874603,0.03594130277633667,-0.015230298042297363,0.0,0.0,0.0,0.0,0.024428246542811394,0.018521791324019432,-0.026821551844477654,-0.04571817070245743,-0.08106300234794617,0.025754038244485855,-0.010799825191497803,-0.038517750799655914,0.023951349779963493,-0.003584274323657155,0.02239183522760868,-0.04111507907509804,-0.3121046721935272,-0.06441941112279892,-0.14144645631313324,-0.4384985864162445,1.190722107887268,0.0574515163898468,-0.10607227683067322,0.11267063021659851,0.018044061958789825,-0.1462402492761612,0.10568892955780029,0.13163423538208008,0.7268486022949219,-1.1282756328582764,-1.379403829574585,-0.10739776492118835,-1.1674609184265137,-1.6430481672286987,-0.2488456666469574,-2.814892292022705
1760498662.4860017,0.02,0.03840145468711853,-0.06554201990365982,0.12922081351280212,-0.02507326938211918,-0.017809413373470306,-0.9995269775390625,0.619583010673523,0.1681915521621704,0.6015104055404663,-0.013743773102760315,-0.01231539249420166,0.11005783081054688,0.15303608775138855,-0.039646267890930176,-0.05086261034011841,-0.20387297868728638,-0.16290584206581116,0.06638598442077637,0.17906659841537476,0.04396986961364746,-0.030652284622192383,0.0,0.0,0.0,0.0,0.021313630044460297,0.02192060835659504,-0.03478832170367241,-0.043153416365385056,-0.05903070047497749,0.017547359690070152,-0.012768416665494442,-0.03791598230600357,0.03308481723070145,-0.005881938152015209,0.019335424527525902,-0.038763877004384995,-0.30477437376976013,-0.1542709320783615,-0.1778641641139984,-0.4202246367931366,0.9681257605552673,-0.002942413091659546,-0.17076490819454193,0.22029027342796326,0.14197784662246704,0.03989825397729874,0.03366115689277649,0.10833971947431564,0.7466313242912292,-1.0161621570587158,-1.508110523223877,-0.17359480261802673,-1.1895899772644043,-1.590598702430725,-0.38034823536872864,-2.7865488529205322
1760498662.5450475,0.02,0.04630464315414429,-0.04139145463705063,0.11454346030950546,-0.029138589277863503,-0.02250727266073227,-0.9993219375610352,0.619583010673523,0.1681915521621704,0.596748948097229,-0.003992376383394003,-0.004129648208618164,0.09835588932037354,0.14217068254947662,-0.05354982614517212,-0.04152727127075195,-0.20541957020759583,-0.17544037103652954,0.07866048812866211,0.17900735139846802,0.050472259521484375,-0.04381287097930908,0.0,0.0,0.0,0.0,0.020891163498163223,0.017763765528798103,-0.023327156901359558,-0.016297755762934685,-0.01612040586769581,0.0011115908855572343,-0.010143605060875416,-0.034439731389284134,0.04218551144003868,-0.003404047107324004,0.015855710953474045,-0.03177664801478386,-0.2989931106567383,-0.26408085227012634,-0.20892433822155,-0.38504406809806824,0.4925006031990051,-0.03932616114616394,-0.12780004739761353,0.47902050614356995,0.1845623254776001,0.008469321765005589,0.1415998637676239,0.13418978452682495,0.7726998329162598,-0.7733274698257446,-1.516728401184082,-0.20249472558498383,-1.150030493736267,-1.7725170850753784,-0.48291584849357605,-2.5445597171783447
1760498662.6001232,0.02,0.045748576521873474,-0.009297367185354233,0.09871573746204376,-0.030734334141016006,-0.02785259671509266,-0.9991394281387329,0.619583010673523,0.1681915521621704,0.5925155878067017,0.0059589482843875885,0.0009782910346984863,0.09493732452392578,0.1479143500328064,-0.048240721225738525,-0.04226493835449219,-0.2053048014640808,-0.18485566973686218,0.09235644340515137,0.18027429282665253,0.055499136447906494,-0.05495738983154297,0.0,0.0,0.0,0.0,0.01984197273850441,0.00791907124221325,0.0008430013549514115,0.01742463931441307,0.024828579276800156,-0.0061982725746929646,-0.007349102292209864,-0.02518203854560852,0.04280810058116913,-0.0014814612222835422,0.011713111773133278,-0.02714242972433567,-0.29567286372184753,-0.4847484529018402,-0.24640658497810364,-0.32930460572242737,-0.06763982772827148,-0.046644747257232666,-0.016747891902923584,0.8200368285179138,0.14678901433944702,-0.21334199607372284,0.37120321393013,0.225521057844162,0.8338345289230347,-0.5747799873352051,-1.4550366401672363,-0.2420157939195633,-1.0770245790481567,-2.0610251426696777,-0.5764539241790771,-2.2388875484466553
